,file,component_0,formattedMessage_0,message_0,severity_0,sourceLocation_0,type_0,component_1,formattedMessage_1,message_1,severity_1,type_1,sourceLocation_1
72,0x8e3f00919ad73b4c525be50e86718d86386af944,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
    --> src/flat/MainnetMetaTxnFlat.sol:9714:91:
     |
9714 |             sellToUniswapV4VIP(recipient, feeOnTransfer, hashMul, hashMod, fills, permit, sig, amountOutMin);
     |                                                                                           ^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 416446, 'file': 'src/flat/MainnetMetaTxnFlat.sol', 'start': 416443}",CompilerError,,,,,,
73,0x8473d4afc3f43a4f9b5e105820fa67e66fb0c7b4,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> contracts/P2PSports.sol:254:17:
    |
254 |                 challengeId,
    |                 ^^^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 10528, 'file': 'contracts/P2PSports.sol', 'start': 10517}",CompilerError,,,,,,
74,0x4b1576df8d8911d2f404391a7f8facefa7f4b6da,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> contracts/BorrowLogic.sol:448:13:
    |
448 |             self.liquidity.restore(
    |             ^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 17950, 'file': 'contracts/BorrowLogic.sol', 'start': 17946}",CompilerError,,,,,,
75,0xacf08978a625cc023eb2ff9698b327d76c316191,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> contracts/Descriptor.sol:392:93:
    |
392 |             renderScoreBar(card.physical, 1003, 103), renderWrapText(4, 2, Strings.toString(card.physical)),
    |                                                                                             ^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 24484, 'file': 'contracts/Descriptor.sol', 'start': 24480}",CompilerError,,,,,,
76,0x5358832e91972edadd6cc9ba10cd26d65cf939e3,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> contracts/sale/v3/FlatPriceSale.sol:529:53:
    |
529 | 		PaymentTokenInfo memory tokenInfo = paymentTokens[token];
    | 		                                                  ^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 19710, 'file': 'contracts/sale/v3/FlatPriceSale.sol', 'start': 19705}",CompilerError,,,,,,
77,0x250d62a67254a46c0de472d2c9215e1d890cc90f,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
  --> contracts/modules/uniswap/v2/V2SwapRouter.sol:40:24:
   |
40 |                     : (recipient, address(0));
   |                        ^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 2143, 'file': 'contracts/modules/uniswap/v2/V2SwapRouter.sol', 'start': 2134}",CompilerError,,,,,,
78,0x7f5980ec4bd04e262b8897ac24155071cb1a815f,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> src/Balancer/QueryBalancerV2Upgradeable.sol:225:65:
    |
225 |             (uint256 value,, uint256 precision) = IBalancerPool(pool).getAmplificationParameter();
    |                                                                 ^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 8364, 'file': 'src/Balancer/QueryBalancerV2Upgradeable.sol', 'start': 8360}",CompilerError,,,,,,
79,0x6d837c5f39d609b996ad4ad45f744ad2df93fb57,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
  --> src/core/CurveTricrypto.sol:99:21:
   |
99 |                     recipient,
   |                     ^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 3426, 'file': 'src/core/CurveTricrypto.sol', 'start': 3417}",CompilerError,,,,,,
80,0x2cb2f1220e32f70984a5865e986e195244d538b0,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> src/DealManager.sol:167:77:
    |
167 |             certIds[i] = DealManagerStorage.getIssuanceManager().createCert(_certPrinterAddress[i], address(this), _certDetails[i]);
    |                                                                             ^^^^^^^^^^^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 9352, 'file': 'src/DealManager.sol', 'start': 9333}",CompilerError,,,,,,
81,0xfacb96c1984c5655f74d4dbaf52dbd0342aadc05,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables. When compiling inline assembly: Variable value0 is 1 slot(s) too deep inside the stack. Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.

","Compiler error (/solidity/libyul/backends/evm/AsmCodeGen.cpp:63): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables. When compiling inline assembly: Variable value0 is 1 slot(s) too deep inside the stack. Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,,CompilerError,,,,,,
82,0xa2a8a4c5801dc9f9051b76d8da74c08ecd5d2bb6,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
    --> contracts/Comptroller/Comptroller.sol:1011:45:
     |
1011 |     address[] memory assets = accountAssets[account];
     |                                             ^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 35871, 'file': 'contracts/Comptroller/Comptroller.sol', 'start': 35864}",CompilerError,,,,,,
83,0x82fbc848eecec6d0a2ebdc8a9420826ae8d2952d,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> src/Pool.sol:345:32:
    |
345 |             uint256 __amount = amounts_[t];
    |                                ^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 14982, 'file': 'src/Pool.sol', 'start': 14974}",CompilerError,,,,,,
84,0x603ef45cfd78fe81745179672122986977d379fe,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> projects/niceaunties/phase1/marketplace.sol:653:7:
    |
653 |       collections.length == tokenIds.length && tokenIds.length == buyNowStartTimes.length &&
    |       ^^^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 20140, 'file': 'projects/niceaunties/phase1/marketplace.sol', 'start': 20129}",CompilerError,,,,,,
85,0xd02fa92018eaa84fd627f67ca292866a09ad5a17,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> contracts/libraries/PositionLibrary.sol:817:48:
    |
817 |                                     primexDNS: _pmParams.primexDNS,
    |                                                ^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 34673, 'file': 'contracts/libraries/PositionLibrary.sol', 'start': 34664}",CompilerError,,,,,,
86,0xfa29d395ce6bb81f8cfc412840181bfb82895bf6,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.

","Compiler error (/solidity/libsolidity/codegen/CompilerUtils.cpp:1438): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,,CompilerError,,,,,,
87,0x1a079e4996ed5d2a286b2f12657cd3eaca650ba0,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> contracts/cega-strategies/fcn/FCNBulkActionsEntry.sol:109:17:
    |
109 |                 vaultAddresses[i],
    |                 ^^^^^^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 3707, 'file': 'contracts/cega-strategies/fcn/FCNBulkActionsEntry.sol', 'start': 3693}",CompilerError,,,,,,
88,0x8f73b8303198c30df10e02257efbd17f7ec929a8,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> src/AutoLayerForwarder.sol:169:121:
    |
169 |  ... aUniProxyAddress).getDepositAmount(pos, toToken_0, swappedAmount0);
    |                                         ^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 8950, 'file': 'src/AutoLayerForwarder.sol', 'start': 8947}",CompilerError,,,,,,
89,0x1668f841ed817f5622a8480136b8c9ca1fd09e6c,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> contracts/LiveMint.sol:262:29:
    |
262 |             Start = Artists[ArtistIDs[ArtistID]]._MintPassProjectID * ONE_MILLION;
    |                             ^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 18747, 'file': 'contracts/LiveMint.sol', 'start': 18738}",CompilerError,,,,,,
90,0xa4440d8afa56c2fcb94bedf642cf98353c36bf31,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> src/AutoLayerForwarder.sol:169:121:
    |
169 |  ... aUniProxyAddress).getDepositAmount(pos, toToken_0, swappedAmount0);
    |                                         ^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 8950, 'file': 'src/AutoLayerForwarder.sol', 'start': 8947}",CompilerError,,,,,,
91,0x5c9eb2c169b0110c30c7ada7e53d76d1fccfdeb4,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.

","Compiler error (/solidity/libsolidity/codegen/CompilerUtils.cpp:1464): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,,CompilerError,,,,,,
92,0x26b59b50b565805d409911e059f191b0e59b1f32,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> projects/niceaunties/phase1/marketplace.sol:638:7:
    |
638 |       collections.length == tokenIds.length && tokenIds.length == buyNowStartTimes.length &&
    |       ^^^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 19489, 'file': 'projects/niceaunties/phase1/marketplace.sol', 'start': 19478}",CompilerError,,,,,,
93,0x447d48c7bee5b94cb0e2b8088685b5be0f4d8dce,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> lib/aloe-ii/periphery/src/borrower-nft/BorrowerNFT.sol:103:48:
    |
103 |                     data: bytes.concat(bytes20(owner), datas[k]),
    |                                                ^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 3524, 'file': 'lib/aloe-ii/periphery/src/borrower-nft/BorrowerNFT.sol', 'start': 3519}",CompilerError,,,,,,
94,0x9b64d01d00ef30d2581dc15606bdea69fb6e2bd2,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> contracts/v1.1/evm/VerificationLib.sol:235:64:
    |
235 |             bytes32 feedKey = UnsafeCalldataBytesLib.toBytes32(encodedUpdates, offset);
    |                                                                ^^^^^^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 8572, 'file': 'contracts/v1.1/evm/VerificationLib.sol', 'start': 8558}",CompilerError,,,,,,
95,0x9af33c04097582e8a654a9e9751bc1707b92b21f,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> contracts/SmartContract1Optimized.sol:263:26:
    |
263 |         painting.title = _title;
    |                          ^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 10498, 'file': 'contracts/SmartContract1Optimized.sol', 'start': 10492}",CompilerError,,,,,,
96,0x42b17b6b6b93383d52f21dc61546974e014241bf,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
     --> src/flat/MainnetMetaTxnFlat.sol:10245:91:
      |
10245 |             sellToUniswapV4VIP(recipient, feeOnTransfer, hashMul, hashMod, fills, permit, sig, amountOutMin);
      |                                                                                           ^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 442143, 'file': 'src/flat/MainnetMetaTxnFlat.sol', 'start': 442140}",CompilerError,,,,,,
97,0xb7631b93189900745db51d960ba64b8e6c658843,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
  --> contracts/pendle/contracts/router/ActionAddRemoveLiqV3.sol:99:53:
   |
99 |         (uint256 netPtSwapMarket, , ) = _readMarket(market).approxSwapPtToAddLiquidity(
   |                                                     ^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 3565, 'file': 'contracts/pendle/contracts/router/ActionAddRemoveLiqV3.sol', 'start': 3559}",CompilerError,,,,,,
98,0x83eab398539af72bf0f0f6a2aa5814d76a53f7d7,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> contracts/UniV4LPLocker.sol:843:17:
    |
843 |                 lock.tokenId,
    |                 ^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 31816, 'file': 'contracts/UniV4LPLocker.sol', 'start': 31812}",CompilerError,,,,,,
99,0x9303a5a69852a962e48b7921119c18349dd4763e,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> contracts/BSKT.sol:453:19:
    |
453 |                 }(_minAmountsOut[i], path, bsktPair, _deadline);
    |                   ^^^^^^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 18369, 'file': 'contracts/BSKT.sol', 'start': 18355}",CompilerError,,,,,,
100,0xbc28fc02568eb3a74f84e21b8976cc8de34a315f,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
   --> src/AutoLayerForwarder.sol:146:121:
    |
146 |  ... aUniProxyAddress).getDepositAmount(pos, toToken_0, swappedAmount0);
    |                                         ^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 7997, 'file': 'src/AutoLayerForwarder.sol', 'start': 7994}",CompilerError,,,,,,
101,0xf3ebee6bddf6f34e246c615deb123fdcec422be1,general,"CompilerError: Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.
  --> contracts/modules/uniswap/v2/V2SwapRouter.sol:40:24:
   |
40 |                     : (recipient, address(0));
   |                        ^^^^^^^^^

","Compiler error (/solidity/libsolidity/codegen/LValue.cpp:50): Stack too deep. Try compiling with `--via-ir` (cli) or the equivalent `viaIR: true` (standard JSON) while enabling the optimizer. Otherwise, try removing local variables.",error,"{'end': 2174, 'file': 'contracts/modules/uniswap/v2/V2SwapRouter.sol', 'start': 2165}",CompilerError,,,,,,
